id,title,description,category,type,collection,is_new,subtype,manufacturer,catalog_id,finishes,position,sizes,thickness,material,shape,cut,diameter,length,width,height,source
409,Athenas înalt,"Proiectat pentru lavoare de peste blat, disponibil în acoperirea de oțel lustruit sau negru mat. Înălțimea sa stilizată aduce prezență și modernitate.",sanitare,BATERII,Athenas,False,FREESTANDING,Bathco,,,Pardoseală,Diameter: 50mm | High: 1066mm,,Echipamente sanitare,,,50 mm,,,1066 mm,bathco
410,Tasos bideu,Lavaboz scund cu finisaj chrome. Stilul său minimalist aduce coerență oricărui ansamblu de baie.,sanitare,BATERII,Tasos,False,DE BIDEU,Bathco,,,,Diameter: 50mm | High: 154mm,,Metal,,,50 mm,,,154 mm,bathco
411,Tasos duș,O soluție completă de duș în finisaj cromat. Design sobru și contemporan care combină funcționalitate și estetică într-un singur ansamblu.,sanitare,BATERII,Tasos,False,DUS,Bathco,,,,Length: 490mm | Width: 200mm | High: 1400mm,,Echipamente sanitare,,,,490 mm,200 mm,1400 mm,bathco
412,Tasos încastrat,Sistem încastrat cu linii curate și discrete. O opțiune elegantă pentru baie moderne care priorizează integrarea.,sanitare,BATERII,Tasos,False,DUS,Bathco,,,,Length: 450mm | Width: 380mm | High: 1120mm,,Echipamente sanitare,,,,450 mm,380 mm,1120 mm,bathco
413,Milos încastrat,"Set de duș cu linii minimalistice. Finisaje chrome, negru, metal gri sau bronz.",sanitare,BATERII,Milos,False,DUS,Bathco,,,,Length: 450mm | Width: 380mm | High: 1120mm,,Metal,,,,450 mm,380 mm,1120 mm,bathco
414,Athenas încastrat,"Sistem de duș încastrat în oțel lustruit sau negru mat. Cu cartuș ceramic și tuburi incluse, oferă rezistență, precizie și design rafinat.",sanitare,BATERII,Athenas,False,DUS,Bathco,,,,Length: 340mm | Width: 90mm | High: 530mm,,Metal,,,,340 mm,90 mm,530 mm,bathco
415,Cadă Athenas,Baterie de acero pentru montare la pardoseală cu rociator. Designul său estetic unifică funcționalitatea și sobrietatea.,sanitare,BATERII,Athenas,False,CADA,Bathco,,,,Diameter: 50mm | High: 925mm,,Echipamente sanitare,,,50 mm,,,925 mm,bathco
416,Cadă Iconos,"Baterie de acero în finisaj chrome sau negru mat. Este instalată pe pardoseală și include un rociator, combinând stilul contemporan și funcționalitatea în baie.",sanitare,BATERII,Iconos,False,CADA,Bathco,,,,Diameter: 40mm | High: 1060mm,,Metal,,,40 mm,,,1060 mm,bathco
417,Oropesa I,"Colecție de echipamente sanitare în porțelan lucios alb, cu variante montate la pardoseală și pe perete. Un set funcțional și elegant care reforțează continuitatea estetică în baie.",sanitare,VASE DE TOALETA,Oropesa,False,SUSPENDATE,Bathco,,,Pe perete,Length: 515mm | Width: 365mm | High: 300mm,,Porțelan,,,,515 mm,365 mm,300 mm,bathco
418,Evora I,"Model suspendat în porțelan lucios, cu capac removabil termoștiat soft close. Balanță între design curat și confortul utilizării.",sanitare,VASE DE TOALETA,Evora,False,SUSPENDATE,Bathco,,,Pe perete,Length: 520mm | Width: 370mm | High: 345mm,,Porțelan,,,,520 mm,370 mm,345 mm,bathco
419,Antequera I,"Formatul suspendat oferă o ușurință vizuală și o amplitudine mai mare spațiului. Disponibil în alb lucios, alb mat și negru mat, incorporă sistemul rimless, tapa soft close și extracție ușoară. Un toalet cu combinație de design rafinat și tehnologie practică pentru uzul zilnic.",sanitare,VASE DE TOALETA,Antequera,False,SUSPENDATE,Bathco,,,Pe perete,Length: 485mm | Width: 355mm | High: 320mm,,Echipamente sanitare,,,,485 mm,355 mm,320 mm,bathco
420,Oropesa II,"Toaletă rimless în porțelan lucios cu două ieșiri. Include capac soft close ușor de înlăturat și design montat pe perete, combinând igiena, confortul și estetica contemporană.",sanitare,VASE DE TOALETA,Oropesa,False,CU PICIOR,Bathco,,,Pardoseală,Length: 540mm | Width: 360mm | High: 415mm,,Porțelan,,,,540 mm,360 mm,415 mm,bathco
421,Antequera II,"Un design compact de instalare la sol, fabricat în porcelană briliantă. Incorporă sistemul rimless pentru o curățare mai eficientă și tapa soft close cu extracție rapidă care facilitează întreținerea. O piesă care combină estetică sobră și maximă funcționalitate în baia contemporană.",sanitare,VASE DE TOALETA,Antequera,False,CU PICIOR,Bathco,,,Pardoseală,Length: 545mm | Width: 370mm | High: 405mm,,Echipamente sanitare,,,,545 mm,370 mm,405 mm,bathco
422,Bideu Antequera I,"Versiunea suspendată oferă lumină vizuală și optimizează spațiul. Făcut din porțelan lucios, combină practicitatea și un design curat care se potrivește în medii contemporane.",sanitare,BIDEURI,Antequera,False,SUSPENDATE,Bathco,,,Pe perete,Length: 500mm | Width: 360mm | High: 325mm,,Porțelan,,,,500 mm,360 mm,325 mm,bathco
423,Evora bideu I,"Făcut din porțelan lucios, acest bideu montat pe perete aduce sobrietate și funcționalitate. O piesă de estetică rafinată care reforțează confortul vieții cotidiene.",sanitare,BIDEURI,Evora,False,SUSPENDATE,Bathco,,,Pe perete,Length: 520mm | Width: 370mm | High: 320mm,,Porțelan,,,,520 mm,370 mm,320 mm,bathco
424,Bideu Oropesa I,"Colecție de echipamente sanitare în porțelan lucios alb, cu variante montate la pardoseală și pe perete. Un set funcțional și elegant care reforțează continuitatea estetică în baie.",sanitare,BIDEURI,Oropesa,False,SUSPENDATE,Bathco,,,Pe perete,Length: 520mm | Width: 355mm | High: 300mm,,Porțelan,,,,520 mm,355 mm,300 mm,bathco
425,Bideu Oropesa II,"Colecție de echipamente sanitare în porțelan lucios alb, cu variante montate la pardoseală și pe perete. Un set funcțional și elegant care reforțează continuitatea estetică în baie.",sanitare,BIDEURI,Oropesa,False,CU PICIOR,Bathco,,,Pardoseală,Length: 540mm | Width: 365mm | High: 415mm,,Porțelan,,,,540 mm,365 mm,415 mm,bathco
426,Bideu Antequera II,"Un design clasic de instalare la sol, fabricat în porcelană briliantă. Estetica sa sobră se adaptează oricărui proiect de baie, oferind funcționalitate și durabilitate cu un finisaj atent.",sanitare,BIDEURI,Antequera,False,CU PICIOR,Bathco,,,Pardoseală,Length: 550mm | Width: 375mm | High: 400mm,,Echipamente sanitare,,,,550 mm,375 mm,400 mm,bathco
427,Striae oval,"Baie de piatră naturalà, disponibilà în versiuni circulare, pétale, ovalà și pe stépâ. Disponibilà în bej sau negru, se remarcà prin textura marcatà a suprafelei sale și puterea sa estetică.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Length: 580mm | Width: 380mm | High: 150mm,,Piatră naturală,,,,580 mm,380 mm,150 mm,bathco
428,Striae 39,"Baie de piatră naturalà, disponibilà în versiuni circulare, pétale, ovalà și pe stépâ. Disponibilà în bej sau negru, se remarcà prin textura marcatà a suprafelei sale și puterea sa estetică.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Length: 390mm | Width: 390mm | High: 150mm,,Piatră naturală,,,,390 mm,390 mm,150 mm,bathco
429,Striae,"Baie de piatră naturalà, disponibilà în versiuni circulare, pétale, ovalà și pe stépâ. Disponibilà în bej sau negru, se remarcà prin textura marcatà a suprafelei sale și puterea sa estetică.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 380mm | High: 150mm,,Piatră naturală,,,380 mm,,,150 mm,bathco
430,Pemba,"Lavoare ceramice circulare din piatră naturală în bej, gri închis și doreng. Fiecare versiune evidențiază nuanțele pietrei, oferind un aer organic și nemuritor.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 350mm | High: 100mm,,Piatră naturală,,,350 mm,,,100 mm,bathco
431,Papua A,"Baie de piatră naturalà în tonuri de bej și doreng, disponibilà cu sau féré bazà de lemn. Forma lor circulară și caracterul organic le fac compatibile cu pedestalele metalice, creând compoziții de mare putere estetică.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 360mm | High: 175mm,,Piatră naturală,,,360 mm,,,175 mm,bathco
432,Icono,"Lavoar circular din piatră naturală, disponibil în tonuri negre sau bej. Un element de blat care accentuează puterea materialului în starea sa pură.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 400mm | High: 100mm,,Piatră naturală,,,400 mm,,,100 mm,bathco
433,Clasic Cuadrado,"Clasic Cuadrado Grey este un lavoar cuadrat de instalare pe blat, fabricat din piatră cu finisaj relief în culoarea grey",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Length: 385mm | Width: 385mm | High: 135mm,,Echipamente sanitare,,,,385 mm,385 mm,135 mm,bathco
434,Clasic Rectangular,"Clasic Rectangular Grey este un lavoar rectangular de instalare pe blat, fabricat din piatră cu finisaj relief în culoarea grey",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Length: 500mm | Width: 350mm | High: 130mm,,Echipamente sanitare,,,,500 mm,350 mm,130 mm,bathco
435,Clasic Circular,"Clasic Circular Grey este un lavoar circular de instalare pe blat, fabricat din piatră cu finisaj relief în culoarea grey",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 380mm | High: 130mm,,Echipamente sanitare,,,380 mm,,,130 mm,bathco
436,Boracay,"Boracay Beige este un lavoar circular de instalare pe blat, fabricat din piatră cu finisaj relief în culoarea bej",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 450mm | High: 900mm,,Echipamente sanitare,,,450 mm,,,900 mm,bathco
437,Ticao Circular,"Ticao Circular este un lavoar circular de instalare pe blat, fabricat din piatră cu finisaj relief în culoarea bej",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 430mm | High: 140mm,,Echipamente sanitare,,,430 mm,,,140 mm,bathco
438,Ticao Cuadrado,"Ticao Cuadrado este un lavoar de instalare pe blat, fabricat din piatră cu finisaj relief în culoarea bej",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Length: 430mm | Width: 430mm | High: 140mm,,Echipamente sanitare,,,,430 mm,430 mm,140 mm,bathco
439,Morella,"Seria de lavoare din piatră naturală, disponibilă în format circular, pătrat sau oval. Toate au finisaj bej, transmitând sobrietate și simpluție",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 380mm | High: 135mm,,Piatră naturală,,,380 mm,,,135 mm,bathco
440,Morella cuadrado,"Seria de lavoare din piatră naturală, disponibilă în format circular, pătrat sau oval. Toate au finisaj bej, transmitând sobrietate și simpluție",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Length: 385mm | Width: 385mm | High: 135mm,,Piatră naturală,,,,385 mm,385 mm,135 mm,bathco
441,Morella oval,"Seria de lavoare din piatră naturală, disponibilă în format circular, pătrat sau oval. Toate au finisaj bej, transmitând sobrietate și simpluție",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Length: 520mm | Width: 370mm | High: 135mm,,Piatră naturală,,,,520 mm,370 mm,135 mm,bathco
442,Papua C,"Baie de piatră naturalà în tonuri de bej și doreng, disponibilà cu sau féré bazà de lemn. Forma lor circulară și caracterul organic le fac compatibile cu pedestalele metalice, creând compoziții de mare putere estetică.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 360mm | High: 130mm,,Piatră naturală,,,360 mm,,,130 mm,bathco
443,Papua,"Baie de piatră naturalà în tonuri de bej și doreng, disponibilà cu sau féré bazà de lemn. Forma lor circulară și caracterul organic le fac compatibile cu pedestalele metalice, creând compoziții de mare putere estetică.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 360mm | High: 175mm,,Piatră naturală,,,360 mm,,,175 mm,bathco
444,Mimika C,"Lavoar circular din piatră naturalà. Disponibilé né beige sau doreng, combinà soliditatea mineralà cu câldura organicà. Pentru instalare pe blat.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 380mm | High: 130mm,,Piatră naturală,,,380 mm,,,130 mm,bathco
445,Mimika,"Lavoar circular din piatrà naturalà cu bazà din lemn. Disponibilé né beige sau doreng, combinà soliditatea mineralà cu câldura organicà. Pentru instalare pe blat.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 380mm | High: 175mm,,Piatră naturală,,,380 mm,,,175 mm,bathco
446,Mappi C,"Lavoarele circulare din piatrà naturalà, disponibile né beige sau doreng. Designul de blat evidençiazà puritatea materialului.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 360mm | High: 130mm,,Piatră naturală,,,360 mm,,,130 mm,bathco
447,Mappi,"Lavoarele circulare din piatrà naturalà, disponibile né beige sau doreng. Designul de blat evidençiazà puritatea materialului.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 360mm | High: 175mm,,Piatră naturală,,,360 mm,,,175 mm,bathco
448,Mauritius,"Lavoar rectangular din piatrà naturalà, bicolor né nuanée negre și bej. Un design de blat care transmite contrast și sofisticare.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Length: 620mm | Width: 350mm | High: 120mm,,Piatră naturală,,,,620 mm,350 mm,120 mm,bathco
449,Gorea,"Un lavoar circular din piatrà naturalà disponibil né nuanée bej, gri închis și doreng. Un piesă de blat care transmite autenticitate și caracter mineral.",sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 380mm | High: 80mm,,Piatră naturală,,,380 mm,,,80 mm,bathco
450,Duotono B,Piatrà naturalà în design circular. Un lavoar de blat care evidențiază nobilitatea materialului cu estetică esențială.,sanitare,LAVOARE,STONE,False,DE BLAT,Bathco,,,Blat,Diameter: 410mm | High: 150mm,,Piatră naturală,,,410 mm,,,150 mm,bathco
451,Suances,Basinul circular din ciment gri are evacuarea ascuns a­. Un articol care combinà designul sobru cu caracterul industrial.,sanitare,LAVOARE,Cement,False,DE BLAT,Bathco,,,Blat,Diameter: 400mm | High: 150mm,,Echipamente sanitare,,,400 mm,,,150 mm,bathco
452,Parbayón,Basinele din ciment sau teracotà uò sub format patratic. Un design puternic care evidenòiazà prezenòa materialelor minerale pe blatul de céntop.,sanitare,LAVOARE,Cement,False,DE BLAT,Bathco,,,Blat,Length: 500mm | Width: 500mm | High: 120mm,,Echipamente sanitare,,,,500 mm,500 mm,120 mm,bathco
453,Parbayón teracotà,"Designul pătrat cu estetică contemporană. Vasul de lavoar Parbayón, realizat din terrazzo, este instalat pe blat și adaugă stilul în baie. Fără scurgere și cu gaură de robinet.",sanitare,LAVOARE,Cement,False,DE BLAT,Bathco,,,Blat,Length: 500mm | Width: 500mm | High: 120mm,,Echipamente sanitare,,,,500 mm,500 mm,120 mm,bathco
454,Nestares,"Basinul patratic din ciment pigmentat este disponibil în griò deschis, griò închis sau piatrà. Pentru instalare pe blat, oferà texturà și caracter industrial.",sanitare,LAVOARE,Cement,False,DE BLAT,Bathco,,,Blat,Length: 400mm | Width: 400mm | High: 130mm,,Echipamente sanitare,,,,400 mm,400 mm,130 mm,bathco
455,Detroit alto,Acero inoxidable cepillado en formato alto. Un lavabo circular de sobre encimera con presencia arquitectónica y acabado técnico.,sanitare,LAVOARE,METALIC,False,DE BLAT,Bathco,,,Blat,Diameter: 380mm | High: 380mm,,Echipamente sanitare,,,380 mm,,,380 mm,bathco
456,Detroit rectangular,Acero cepillado y líneas nítidas. Un rectangular de sobre encimera que equilibra resistencia y estética.,sanitare,LAVOARE,METALIC,False,DE BLAT,Bathco,,,Blat,Length: 550mm | Width: 380mm | High: 120mm,,Echipamente sanitare,,,,550 mm,380 mm,120 mm,bathco
